,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,663,i have,370,then i have,95
1,have,382,i got,140,okay i have,44
2,got,228,then i,116,i have this,31
3,then,228,got it,93,i dont know,29
4,like,173,upside down,79,i have like,25
5,it,168,okay i,70,okay i got,23
6,with,128,flying bird,47,loch ness monster,23
7,okay,119,i dont,35,i got it,21
8,down,107,have this,32,an upside down,21
9,one,83,looks like,30,i have an,18
10,is,81,dont know,29,got it i,17
11,upside,80,have like,27,i have sideways,16
12,triangle,72,it i,25,ok i have,15
13,this,70,loch ness,24,it got it,14
14,that,66,ness monster,23,out of it,12
15,flying,65,one is,22,then i got,12
16,sailboat,62,i think,21,i have dog,12
17,on,61,with like,21,got it okay,12
18,bird,61,an upside,21,have an upside,11
19,two,57,with two,20,upside down flamingo,10
