,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,45,got it,31,it got it,7
1,got,44,i have,21,got it got,7
2,it,43,i got,13,i got it,6
3,then,30,all right,7,got it i,6
4,have,24,rocket ship,7,rocket ship going,5
5,with,15,one is,7,okay i have,4
6,one,14,it got,7,all right i,4
7,to,13,okay i,6,half christmas tree,3
8,okay,12,it i,6,ship going down,3
9,so,12,ship going,5,it i have,3
10,like,11,going down,5,with two missing,2
11,is,11,right i,4,so theres this,2
12,on,11,unfinished desk,4,square with trapezoid,2
13,down,10,so theres,4,i dont know,2
14,going,10,christmas tree,4,trapezoid on it,2
15,an,10,going to,4,i have dog,2
16,boat,9,with two,3,an unfinished desk,2
17,sailboat,9,speedboat going,3,have dog with,2
18,right,9,on it,3,i think i,2
19,you,8,think i,3,loch ness monster,2
