,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,44,i have,24,then i have,6
1,then,36,i got,14,i have dog,4
2,have,25,upside down,12,it looks like,3
3,got,23,then i,9,got upside down,3
4,down,17,looks like,6,i have triangle,3
5,like,15,in dress,4,looks like shes,3
6,upside,12,have dog,4,then i got,3
7,dog,11,then sideways,3,woman in dress,3
8,with,10,woman in,3,in dress waiter,2
9,an,9,it looks,3,upside down guy,2
10,in,8,like shes,3,upside down i,2
11,facing,8,have triangle,3,his head in,2
12,to,7,rocket ship,3,apple i have,2
13,right,7,got upside,3,upside down plant,2
14,it,7,his head,3,have dog facing,2
15,woman,7,down i,3,i have cat,2
16,dress,7,facing down,3,i got upside,2
17,triangle,7,i had,3,down bird then,2
18,up,6,dog with,3,then big bird,2
19,looks,6,bird flying,3,upside down bird,2
