,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,40,got it,37,it got it,28
1,got,37,it got,28,got it got,27
2,i,12,i have,7,i got it,3
3,have,7,i got,3,then i have,3
4,then,7,then i,3,got it i,3
5,ok,4,it i,3,got it ok,2
6,cave,4,person like,2,ok got it,2
7,like,3,yeah i,2,got it yeah,2
8,yeah,2,it yeah,2,it yeah i,2
9,ill,2,ok got,2,it i have,2
10,in,2,it ok,2,lady in dress,1
11,person,2,have lady,1,in dress holding,1
12,with,2,handkerchief then,1,holding handkerchief then,1
13,triangle,2,have an,1,dress holding handkerchief,1
14,holding,2,an arrow,1,i have lady,1
15,apple,1,dress holding,1,handkerchief then i,1
16,flamingo,1,in dress,1,i have an,1
17,left,1,lady in,1,have an arrow,1
18,corner,1,holding handkerchief,1,an arrow headed,1
19,lady,1,top left,1,have lady in,1
