,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,180,got it,162,got it got,108
1,it,165,it got,108,it got it,105
2,i,62,i got,25,i got it,17
3,then,46,i have,23,got it i,16
4,have,24,upside down,17,it i got,7
5,down,22,it i,16,got it ok,6
6,with,21,then i,9,it ok i,5
7,upside,17,one is,7,loch ness monster,5
8,is,16,first one,7,first one is,5
9,on,14,hind legs,7,its hind legs,5
10,one,13,ok i,6,on its hind,5
11,boat,11,it ok,6,it i have,4
12,its,11,cake cake,5,no no no,4
13,legs,10,no no,5,my first one,4
14,no,10,loch ness,5,then i have,4
15,bird,10,ness monster,5,cake cake cake,4
16,right,10,its hind,5,think i got,3
17,turkey,9,on its,5,i got this,3
18,to,9,i had,4,half christmas tree,3
19,ok,8,my first,4,it okay i,3
