,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,18,i got,9,one looks like,3
1,i,15,looks like,7,all right i,3
2,it,10,got it,7,last one looks,2
3,one,9,one looks,3,it looks like,2
4,looks,7,upside down,3,upside down triangle,2
5,like,7,right i,3,half christmas tree,2
6,triangle,7,last one,3,right i got,2
7,then,6,all right,3,i got it,2
8,right,4,half christmas,2,my last one,1
9,all,3,third one,2,it all right,1
10,fish,3,christmas tree,2,um upside down,1
11,tree,3,i have,2,got um upside,1
12,tail,3,it looks,2,i got um,1
13,last,3,triangle body,2,got it got,1
14,down,3,triangle bodied,2,got it all,1
15,upside,3,i dont,2,it got it,1
16,dont,3,down triangle,2,missing got it,1
17,has,3,think i,2,two missing got,1
18,on,3,upright triangle,1,with two missing,1
19,llama,2,um upside,1,upside down mountains,1
