,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,237,got it,183,got it got,96
1,it,213,it got,96,it got it,91
2,i,167,i have,94,then i have,37
3,have,101,i got,49,got it i,25
4,then,92,then i,42,i got it,23
5,like,66,it i,25,it i have,14
6,with,52,upside down,19,got it okay,13
7,okay,36,okay i,16,it i got,10
8,down,36,ive got,15,okay got it,8
9,dog,28,it okay,13,i have this,8
10,to,27,with like,11,i think i,7
11,one,27,christmas tree,10,okay i got,7
12,of,25,this weird,10,it ive got,7
13,is,23,going to,9,an upside down,7
14,this,23,flying bird,9,got it ive,7
15,that,22,have like,8,think i got,7
16,an,21,think i,8,i have like,7
17,weird,20,okay got,8,okay i have,6
18,right,20,have this,8,it okay i,6
19,bird,20,on one,7,i have dog,6
