,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,70,i have,39,then i have,11
1,got,49,i got,24,an upside down,8
2,have,40,then i,16,got it i,6
3,then,32,got it,12,i have an,6
4,it,19,upside down,9,have an upside,6
5,with,18,an upside,8,it i have,5
6,sailboat,13,looks like,8,then i got,5
7,down,13,boat then,6,duck then i,3
8,is,13,it i,6,i have cat,3
9,one,13,have an,6,i have weird,3
10,boat,13,flying bird,5,i got house,3
11,triangle,12,one is,5,im not seeing,2
12,an,12,okay i,5,one has three,2
13,like,12,looking thing,5,holding triangle then,2
14,guy,10,third one,4,i have half,2
15,looking,9,sideways sailboat,4,chicken i have,2
16,um,9,with its,3,flamingo i have,2
17,upside,9,duck then,3,thing with its,2
18,flying,8,one has,3,nose facing left,2
19,thing,8,then triangle,3,bunny i have,2
