,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,18,i have,9,i cant tell,2
1,with,11,upside down,4,this picture is,2
2,have,10,person with,3,thumb tack boat,2
3,on,9,next to,2,on its side,2
4,is,9,have like,2,then square body,2
5,one,8,two legs,2,sailboat on its,2
6,sailboat,6,three sails,2,i have like,2
7,then,6,bottom one,2,on right side,2
8,like,6,its side,2,triangle next to,2
9,its,5,on its,2,is so whatevers,1
10,side,5,sailboat on,2,left is your,1
11,this,5,at bottom,2,whatevers left is,1
12,down,5,i dont,2,so whatevers left,1
13,two,4,third one,2,i dont play,1
14,up,4,triangle next,2,is your bottom,1
15,bottom,4,tack boat,2,what this picture,1
16,it,4,thumb tack,2,tell what this,1
17,upside,4,with two,2,cant tell what,1
18,that,3,bird flying,2,one i cant,1
19,at,3,right side,2,bottom one i,1
