,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,22,got it,18,i got it,12
1,i,19,i got,16,got it i,10
2,it,18,it i,10,it i got,8
3,then,4,it got,4,got it got,4
4,that,3,got i,2,it got it,4
5,legs,2,it okay,2,think i got,2
6,okay,2,okay i,2,i got that,2
7,done,2,got that,2,i think i,2
8,with,2,think i,2,got i got,2
9,duck,2,i think,2,i got i,2
10,think,2,then done,1,okay i got,2
11,no,1,it then,1,it okay i,2
12,have,1,done got,1,got it okay,2
13,upside,1,it done,1,wings then like,1
14,down,1,with two,1,then like vulture,1
15,bird,1,ok i,1,like vulture ok,1
16,two,1,vulture ok,1,vulture ok i,1
17,triangle,1,like vulture,1,ok i think,1
18,wings,1,then like,1,got it done,1
19,like,1,wings then,1,two triangle wings,1
