,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,297,i have,146,then i have,43
1,then,160,i got,85,an upside down,14
2,have,156,then i,55,i have this,14
3,got,147,upside down,55,okay i have,14
4,down,92,got it,28,okay i got,11
5,like,88,okay i,27,then i got,10
6,it,71,flying bird,23,it looks like,9
7,with,68,looks like,19,i have triangle,8
8,this,65,ive got,18,got it i,8
9,bird,58,to left,16,i dont know,8
10,to,55,have this,14,i got this,7
11,upside,55,an upside,14,i have bird,6
12,flying,50,got this,14,pointing to left,6
13,okay,50,bird with,13,ive got this,6
14,triangle,49,bird flying,13,got it got,6
15,one,41,i dont,12,loch ness monster,6
16,is,39,with two,11,have bird with,5
17,that,37,to right,11,i got an,5
18,right,37,it i,11,upside down sailboat,5
19,sailboat,35,it looks,10,to left then,5
