,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,159,i got,84,got it i,10
1,got,128,i have,52,all right so,8
2,then,103,got it,30,got it got,8
3,have,56,upside down,21,all right i,8
4,it,50,all right,20,it got it,8
5,one,45,one is,14,right i got,7
6,with,36,then i,14,okay i got,6
7,is,35,looks like,12,it i got,6
8,down,35,flying bird,12,then i got,6
9,like,32,rubber ducky,10,yeah yeah yeah,6
10,right,29,we got,10,so i got,6
11,bird,28,right i,10,i got it,5
12,triangle,27,it i,10,got upside down,5
13,to,25,yeah yeah,9,then i have,5
14,all,23,right so,8,loch ness monster,5
15,that,23,then its,8,i got this,4
16,yeah,21,first one,8,i got upside,4
17,its,21,it got,8,then we got,4
18,upside,21,so i,8,got it alright,4
19,so,20,second one,7,lady in dress,4
