,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,125,i have,61,then i have,8
1,have,69,i got,38,i got it,8
2,got,63,got it,29,one looks like,7
3,it,41,looks like,15,it got it,7
4,like,35,then i,14,got it got,6
5,then,29,upside down,10,got it i,5
6,that,25,flying bird,8,then i got,5
7,one,21,it got,7,yeah i got,4
8,with,19,it i,7,i got an,4
9,looks,15,yeah i,7,that looks like,4
10,is,12,one looks,7,i have upside,3
11,its,12,okay i,6,okay i have,3
12,right,11,got that,5,ok i have,3
13,down,11,i dont,5,i dont know,3
14,what,10,got an,4,got it yeah,3
15,dog,10,last one,4,i have cat,3
16,this,10,that looks,4,it i got,3
17,sailboat,10,have seal,3,so i got,3
18,upside,10,have dog,3,have upside down,3
19,an,10,have upside,3,i have dog,3
