,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,22,got it,21,got it got,10
1,i,22,it got,10,it got it,10
2,it,22,i have,10,i got it,5
3,have,10,i got,5,got it i,4
4,with,8,have person,4,i have person,4
5,okay,6,it i,4,it i got,3
6,like,5,then i,3,then i have,3
7,then,4,it okay,2,got it okay,2
8,person,4,done got,2,done got it,2
9,done,3,have like,2,have person with,2
10,that,3,person with,2,i have like,2
11,two,2,okay i,2,okay i have,2
12,its,2,have duck,1,like peacock with,1
13,im,2,duck with,1,have duck with,1
14,down,2,with two,1,duck with two,1
15,whoa,2,two feet,1,with two feet,1
16,these,2,monster then,1,two feet i,1
17,triangle,2,feet i,1,feet i have,1
18,one,2,have loch,1,have loch ness,1
19,cant,1,loch ness,1,i have loch,1
