,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,283,i got,124,then i have,25
1,got,190,i have,91,okay i have,16
2,then,111,upside down,44,okay i got,16
3,have,102,then i,37,an upside down,9
4,down,70,got it,36,got it i,8
5,it,65,okay i,33,then i got,8
6,okay,58,flying bird,23,loch ness monster,8
7,one,53,home plate,11,i have an,8
8,upside,45,i dont,10,i got it,8
9,like,44,it i,10,i have this,8
10,boat,43,speed boat,10,have an upside,7
11,sideways,43,loch ness,10,i got triangle,7
12,sailboat,42,an upside,9,i have like,7
13,triangle,40,to left,9,it i got,6
14,dog,40,have like,9,got it got,6
15,with,38,i think,9,upside down sailboat,5
16,flying,35,have this,8,i got house,5
17,bird,32,ness monster,8,i dont know,5
18,is,31,have an,8,i got dog,4
19,guy,28,one is,8,i got crab,4
