,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,42,i have,28,then i have,14
1,like,42,then i,14,okay i have,6
2,have,32,upside down,13,an upside down,6
3,i,32,ive got,10,it looks like,4
4,down,19,looks like,7,ive got this,3
5,got,16,okay i,6,i have sideways,3
6,upside,13,an upside,6,then upside down,3
7,with,12,got like,5,i have this,3
8,ive,12,with like,5,i have an,3
9,bird,12,or something,5,ive got like,3
10,it,11,flying bird,5,pointing to left,2
11,thing,11,have sideways,4,big flying bird,2
12,one,11,it looks,4,bird with like,2
13,this,11,have an,4,standing on one,2
14,okay,11,this weird,3,guy in fetal,2
15,an,10,thing then,3,in fetal position,2
16,weird,10,coming off,3,not really sure,2
17,sideways,9,got this,3,upside down triangle,2
18,is,9,to left,3,im not really,2
19,or,9,down then,3,okay ive got,2
