,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,63,one is,32,so i have,9
1,one,50,ive got,17,second one is,9
2,is,37,upside down,15,third one is,8
3,got,36,i have,12,first one is,8
4,like,28,third one,11,out of it,7
5,with,28,so i,11,last one is,6
6,down,25,last one,11,alright so i,5
7,it,23,second one,10,of it then,4
8,i,23,first one,10,then last one,4
9,ive,17,of it,9,turkey second one,3
10,upside,16,with triangle,7,then ive got,3
11,first,16,out of,7,rocket ship going,3
12,last,16,going down,7,upside down crow,3
13,right,16,i got,7,taken out of,3
14,of,15,all right,6,my first ones,3
15,thing,14,looking thing,6,got upside down,3
16,so,12,then last,5,then third one,3
17,have,12,my first,5,one is weird,3
18,looking,12,alright so,5,okay so i,3
19,second,12,kind of,5,ive got speedboat,3
