,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,332,got it,205,it got it,92
1,i,321,i got,131,got it got,91
2,it,257,i have,131,got it i,47
3,have,141,it got,95,i got it,35
4,then,131,it i,48,then i have,31
5,like,76,upside down,43,it i have,24
6,down,68,then i,41,it i got,17
7,with,60,flying bird,19,so i got,10
8,that,48,so i,14,i got this,10
9,is,45,looks like,14,an upside down,10
10,upside,45,okay i,14,loch ness monster,9
11,this,45,got this,12,then i got,8
12,guy,39,loch ness,11,got it okay,8
13,triangle,36,ive got,11,it looks like,8
14,bird,36,an upside,10,all right i,7
15,okay,35,one is,10,i got i,6
16,to,35,i think,10,okay i got,6
17,on,35,it okay,10,down i have,6
18,one,35,ness monster,9,okay i have,6
19,flying,35,it looks,9,i have person,5
