,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,81,i have,65,an upside down,14
1,have,67,upside down,18,i have an,8
2,with,28,an upside,14,i have dog,6
3,down,25,flying bird,10,have an upside,6
4,an,23,have an,8,flamingo i have,5
5,its,22,dog with,7,flying bird i,5
6,then,21,its head,6,bird i have,5
7,upside,18,have dog,6,can you repeat,4
8,dog,18,i dont,5,dog with its,4
9,bird,16,handkerchief lady,5,i dont know,4
10,triangle,15,bird i,5,i have sideways,4
11,sailboat,15,on its,5,its head cut,3
12,like,15,out of,5,with its head,3
13,um,15,cut out,5,you repeat those,3
14,guy,12,flamingo i,5,upside down flamingo,3
15,duck,12,you repeat,4,i have person,3
16,sideways,12,with two,4,sailboat i have,3
17,square,11,have sideways,4,head cut off,3
18,it,11,loch ness,4,duck flying bird,3
19,on,10,dont know,4,coming out of,3
