,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,122,i have,107,my first one,18
1,have,109,one is,47,first one is,17
2,then,69,upside down,33,next one is,12
3,one,63,first one,21,my next one,12
4,is,62,my first,18,is upside down,11
5,with,59,looks like,17,then i have,10
6,my,53,last one,14,an upside down,9
7,down,46,next one,12,one is upside,9
8,like,39,my next,12,last one is,9
9,upside,35,is upside,11,my last one,8
10,guy,31,then i,10,i have guy,7
11,an,31,an upside,10,i have an,7
12,sideways,22,rocket ship,9,i have dog,6
13,sailboat,21,then my,9,okay i have,6
14,first,21,my second,8,i have submarine,6
15,bird,20,second one,8,have an upside,6
16,triangle,19,my last,8,second one is,6
17,of,18,kind of,7,then my last,5
18,looks,17,with an,7,you repeat that,5
19,um,15,have an,7,i have big,5
