,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,34,got it,31,it got it,19
1,it,32,it got,19,got it got,19
2,i,14,i have,9,okay got it,4
3,then,9,then i,4,got it okay,4
4,have,9,i got,4,then i have,4
5,okay,6,flying bird,4,it okay i,2
6,flying,4,okay got,4,big flying bird,2
7,bird,4,it okay,4,okay i got,2
8,big,3,have big,2,with his head,2
9,sailboat,3,okay i,2,his head in,2
10,one,2,head in,2,have big flying,2
11,on,2,his head,2,got it i,2
12,corner,2,with his,2,it okay got,2
13,in,2,big flying,2,i have big,2
14,head,2,christmas tree,2,boot then plant,1
15,his,2,it i,2,soup boot then,1
16,with,2,hot soup,1,hoof soup boot,1
17,up,2,i guess,1,got hoof soup,1
18,soup,2,sailboat i,1,i got hoof,1
19,christmas,2,have sailboat,1,then plant i,1
