,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,64,i have,30,i got it,6
1,then,41,i got,18,i have an,4
2,have,31,got it,15,then i have,4
3,got,29,upside down,8,okay i got,4
4,it,23,one is,5,all right i,4
5,like,18,okay i,5,an upside down,3
6,down,14,in dress,4,have an upside,3
7,one,14,right i,4,right i have,3
8,all,12,all right,4,got it i,3
9,its,12,then i,4,then upside down,3
10,you,11,it i,4,i dont know,3
11,of,10,looks like,4,i have weird,3
12,on,10,i dont,4,it looks like,3
13,my,10,have an,4,ok i have,2
14,okay,9,second one,3,avalanche of shapes,2
15,with,9,have weird,3,an avalanche of,2
16,an,9,an upside,3,have all of,2
17,triangle,9,third one,3,lady dress shes,2
18,is,9,its like,3,dog peeing then,2
19,that,8,then upside,3,of those i,2
