,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,77,got it,75,got it got,51
1,got,77,it got,51,it got it,51
2,with,13,i got,7,i got it,6
3,i,13,on its,5,on its side,4
4,then,12,its side,4,okay i got,3
5,on,11,okay i,3,think i got,2
6,triangle,8,triangle body,3,i think i,2
7,its,8,with two,3,got it bird,2
8,boat,7,on right,3,got it yeah,2
9,of,6,is square,2,taken out of,2
10,house,6,of it,2,got it guy,2
11,bird,5,then triangle,2,it yeah i,2
12,square,5,um house,2,out of it,2
13,down,5,house with,2,leg up arrow,1
14,side,5,it bird,2,his leg up,1
15,one,4,it yeah,2,up arrow pointing,1
16,um,4,think i,2,arrow pointing down,1
17,shapes,4,taken out,2,kicking his leg,1
18,out,4,out of,2,down guy holding,1
19,two,4,with square,2,guy kicking his,1
