,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,54,got it,47,it got it,30
1,it,48,it got,30,got it got,30
2,i,20,i got,7,got it okay,5
3,okay,8,i have,5,got it i,5
4,ok,6,it i,5,it i have,4
5,have,5,it okay,5,ok got it,3
6,with,4,okay i,4,it okay i,3
7,triangle,4,ok got,4,okay got it,3
8,that,4,okay got,3,that got it,2
9,then,3,that got,2,i have duck,2
10,right,3,with two,2,it okay got,2
11,boat,3,have duck,2,got it ok,2
12,person,3,think i,2,i got person,2
13,pipe,2,all right,2,think i got,2
14,two,2,it ok,2,mouth that looks,1
15,you,2,got person,2,right i have,1
16,which,2,got that,2,with two feet,1
17,seal,2,seal flamingo,1,two feet seal,1
18,all,2,flamingo monster,1,feet seal flamingo,1
19,just,2,monster all,1,seal flamingo monster,1
