,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,48,i have,35,then i have,11
1,have,35,then i,11,i have like,5
2,like,27,one is,10,i dont know,5
3,person,20,upside down,7,okay i have,5
4,one,20,person with,6,i have person,4
5,then,20,okay i,5,one is person,4
6,is,16,i dont,5,i have sailboat,3
7,with,16,dont know,5,one is like,3
8,on,12,have like,5,on one foot,3
9,my,11,its like,5,my second one,3
10,down,11,with triangle,4,an upside down,3
11,its,11,is person,4,second one is,3
12,triangle,9,second one,4,i have sideways,3
13,this,7,triangle chest,4,ok my top,3
14,it,7,have person,4,last thing is,2
15,in,7,bottom one,4,person with like,2
16,what,7,my top,3,my top one,2
17,two,7,have sideways,3,i have cat,2
18,upside,7,have sailboat,3,with like triangle,2
19,bottom,6,last thing,3,tree i have,2
