,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,215,i have,129,loch ness monster,8
1,have,131,i got,53,it looks like,7
2,got,90,upside down,30,i dont know,6
3,then,83,looks like,20,then i got,5
4,down,52,flying bird,16,got it i,5
5,with,47,then i,11,raptor i have,5
6,guy,41,got it,10,then i have,5
7,it,40,i dont,10,dont know what,5
8,triangle,39,first one,9,was first one,5
9,one,39,with his,9,i have weird,4
10,like,35,loch ness,8,okay i have,4
11,is,32,ness monster,8,i have ram,4
12,upside,30,holding triangle,8,i have flying,4
13,dog,28,palm tree,7,guy upside down,4
14,flamingo,28,it i,7,with his arm,4
15,flying,28,laying down,7,alright i have,4
16,first,25,third one,7,i got dog,4
17,to,23,got dog,7,to my house,4
18,or,21,guy with,7,what was first,4
19,house,21,it looks,7,think i got,3
