,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,95,got it,84,it got it,44
1,it,93,it got,44,got it got,43
2,i,49,i got,18,got it i,12
3,that,14,it i,14,i got it,12
4,okay,13,i have,10,got it okay,7
5,have,11,it okay,7,think i got,6
6,flying,10,think i,7,got it yeah,5
7,yeah,9,got that,7,it i think,4
8,bird,9,upside down,6,it okay i,4
9,think,9,flying bird,6,have flying bird,4
10,down,8,it yeah,5,i have flying,4
11,then,7,i think,5,that got it,4
12,upside,7,okay i,5,got that got,4
13,guy,6,that got,4,i think i,3
14,is,5,have flying,4,i got that,3
15,with,5,yeah i,3,it i got,3
16,flamingo,5,i dont,2,i dont know,2
17,you,5,dont know,2,know in pokemon,2
18,know,5,that i,2,yeah i got,2
19,one,4,in pokemon,2,i get it,2
