,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,38,got it,34,got it got,23
1,got,35,it got,23,it got it,23
2,i,17,i have,10,got it i,5
3,then,10,it i,5,i got it,3
4,have,10,i got,3,then i have,3
5,like,7,then i,3,it i have,3
6,person,5,person like,2,got it yeah,2
7,in,4,dragon flamingo,2,i have an,2
8,cave,4,have person,2,i have person,2
9,down,4,i think,2,it yeah i,2
10,an,4,thing with,2,wait for it,1
11,weird,4,have an,2,ill wait for,1
12,with,4,yeah i,2,one leg with,1
13,triangle,3,it yeah,2,leg with holding,1
14,guy,3,sailboat then,1,with holding triangle,1
15,holding,2,have sailboat,1,holding triangle then,1
16,head,2,have this,1,triangle then i,1
17,thing,2,this weird,1,then ill click,1
18,butler,2,weird large,1,i have this,1
19,square,2,k cave,1,have this weird,1
