,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,one,55,one is,37,second one is,10
1,then,53,upside down,14,first one is,9
2,is,43,got it,13,third one is,9
3,got,36,last one,13,so i have,9
4,it,33,i have,12,last one is,8
5,like,25,ive got,12,out of it,7
6,with,24,third one,12,alright so i,5
7,down,23,first one,11,then last one,5
8,i,19,second one,11,of it then,4
9,last,18,of it,9,taken out of,3
10,of,16,so i,9,okay so i,3
11,first,16,out of,7,alright i got,3
12,upside,15,then last,6,then third one,3
13,third,13,looking thing,6,turkey second one,3
14,second,12,my first,6,one is weird,3
15,right,12,going down,6,my first one,3
16,have,12,i got,5,ive got speedboat,3
17,looking,12,kind of,5,upside down crow,3
18,ive,12,all right,5,my first ones,3
19,square,11,alright so,5,coming out of,3
