,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,136,i have,30,then boat then,8
1,i,60,got it,19,loch ness monster,8
2,like,41,i got,18,got it i,7
3,got,37,upside down,10,i have person,6
4,have,32,then person,10,then vase then,5
5,it,25,boat then,9,then i have,4
6,person,22,then boat,9,right hand side,4
7,right,19,right hand,9,it got it,4
8,its,18,ness monster,8,it i have,4
9,on,16,loch ness,8,right hand corner,4
10,with,15,it i,7,with no legs,4
11,triangle,13,holding triangle,7,i have dog,3
12,down,13,then arrow,7,got it got,3
13,one,12,its heads,6,i got it,3
14,hand,12,tree then,6,person upside down,3
15,is,11,vase then,6,then person upside,3
16,boat,11,have person,6,its heads like,3
17,arrow,11,hand corner,6,then mouse then,3
18,in,11,on right,5,then vulture then,3
19,has,10,then vase,5,person holding triangle,3
