,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,123,i have,46,okay i have,21
1,with,95,upside down,42,ok i have,13
2,down,64,ive got,32,right ive got,7
3,got,60,okay i,21,then upside down,6
4,i,60,all right,14,woman in dress,6
5,have,54,one is,13,upside down sailboat,6
6,one,43,ok i,13,all right ive,6
7,upside,42,in dress,11,its hind legs,5
8,dog,41,dog with,11,then dog with,5
9,guy,37,with square,11,dog with square,5
10,like,36,then guy,10,with square head,5
11,square,35,with two,10,on its hind,5
12,on,34,one with,10,guy bending over,4
13,triangle,33,flying bird,10,last one is,4
14,sailboat,33,on its,10,i have arrow,4
15,ive,32,hind legs,10,bird with triangle,4
16,first,29,with triangle,10,have upside down,4
17,okay,28,third one,8,i have guy,4
18,bird,28,i got,8,upside down duck,4
19,right,26,guy with,8,got it ok,4
