,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,175,i have,40,loch ness monster,8
1,i,72,i got,21,then boat then,8
2,like,55,upside down,18,then upside down,6
3,have,42,right hand,10,i have person,6
4,got,27,then person,10,then vase then,5
5,right,26,holding triangle,9,right hand side,5
6,on,25,boat then,9,it has like,4
7,with,25,then boat,9,head is on,4
8,its,23,has like,8,with no legs,4
9,person,22,on right,8,all right i,4
10,down,22,its heads,8,right hand corner,4
11,one,19,loch ness,8,then i have,4
12,upside,18,ness monster,8,its heads like,4
13,in,18,then arrow,8,to right then,4
14,it,16,hand side,7,right i got,3
15,dog,15,tree then,7,upside down then,3
16,triangle,15,it has,6,then person upside,3
17,is,14,have person,6,person upside down,3
18,arrow,14,hand corner,6,ness monster then,3
19,has,14,then upside,6,okay my top,3
