,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,102,i have,90,first one is,16
1,have,91,one is,42,my first one,16
2,then,62,upside down,30,next one is,11
3,one,55,got it,19,my next one,11
4,is,54,first one,19,is upside down,10
5,with,50,my first,16,then i have,9
6,my,44,looks like,13,an upside down,8
7,down,40,last one,13,one is upside,8
8,upside,32,next one,11,it i have,8
9,like,31,my next,11,last one is,8
10,an,28,is upside,10,got it got,7
11,guy,27,an upside,9,got it i,7
12,it,26,then i,9,it got it,7
13,got,25,it i,9,i have guy,7
14,sideways,19,then my,8,my last one,7
15,sailboat,19,my last,7,i have an,6
16,first,19,it got,7,have an upside,5
17,triangle,18,have guy,7,second one is,5
18,bird,18,bird with,6,i have submarine,5
19,big,15,my second,6,with an m,5
