,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,38,i have,33,it got it,7
1,have,33,got it,16,got it got,6
2,it,22,it got,7,got it i,6
3,then,20,it i,6,it i have,5
4,got,17,one is,6,i have guy,5
5,with,15,have guy,5,then i have,4
6,one,10,upside down,5,okay i have,3
7,guy,9,dog with,4,third one is,3
8,okay,8,then i,4,so i have,3
9,is,8,it okay,4,got it okay,3
10,its,7,is like,3,have loch ness,2
11,like,7,okay i,3,its tail is,2
12,in,5,so i,3,one is like,2
13,on,5,third one,3,out of it,2
14,upside,5,last one,2,i have loch,2
15,flamingo,5,have loch,2,okay so i,2
16,down,5,guy running,2,have guy falling,2
17,dog,5,kind of,2,i have dog,2
18,square,5,out of,2,i dont know,2
19,third,4,it then,2,stuff on it,2
