,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,106,got it,99,it got it,52
1,got,104,it got,53,got it got,52
2,i,77,i have,38,i got it,21
3,have,40,i got,24,got it i,17
4,with,19,it i,18,it i got,10
5,okay,18,then i,9,got it okay,8
6,then,13,okay i,8,then i have,7
7,like,13,it okay,8,done got it,6
8,done,10,done got,6,okay i have,6
9,two,7,with two,4,okay got it,4
10,sailboat,7,okay got,4,it i have,4
11,guy,7,have person,4,i have person,4
12,down,7,it done,3,got it yep,3
13,apple,6,it yep,3,apple i have,3
14,going,6,apple i,3,it okay got,3
15,of,6,upside down,3,it done got,3
16,that,5,done okay,3,got it done,3
17,its,5,looks like,3,i have an,2
18,one,5,sailboat with,3,i have like,2
19,ok,5,long tail,3,with two cut,2
