,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,107,got it,94,got it got,53
1,it,97,it got,55,it got it,52
2,i,28,i have,14,okay i have,8
3,then,27,upside down,10,got it okay,7
4,one,21,okay i,8,it okay i,5
5,with,20,one is,7,got it i,5
6,guy,18,it okay,7,got it ok,4
7,down,17,third one,6,i have guy,3
8,like,17,holding triangle,5,it ok i,3
9,have,15,i got,5,upside down duck,3
10,in,13,it i,5,holding triangle then,3
11,triangle,12,it ok,4,woman in dress,3
12,is,12,in dress,4,ok i have,2
13,okay,11,have guy,3,right got it,2
14,upside,10,down duck,3,then third one,2
15,on,8,then guy,3,third one is,2
16,duck,7,triangle body,3,you got it,2
17,right,7,guy bending,3,look like person,2
18,its,7,triangle then,3,arrow pointing left,2
19,third,7,got you,3,it got you,2
