,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,113,i got,66,so i got,7
1,got,92,got it,21,then i got,7
2,it,38,i have,17,i got this,6
3,then,20,then i,9,i got it,6
4,have,19,so i,8,two nacho bowl,5
5,that,16,got this,7,got it i,5
6,cool,13,it i,7,nacho bowl i,4
7,so,12,nacho bowl,7,i got two,3
8,of,12,upside down,7,bowl i got,3
9,this,11,i think,6,arrow i got,3
10,you,11,hold on,6,got it cool,3
11,yeah,9,two nacho,5,i have this,3
12,on,9,it cool,4,avalanche i got,3
13,nacho,9,bowl i,4,have this guy,3
14,two,8,i dont,4,i think i,3
15,down,8,think i,4,rare i got,3
16,to,8,native american,3,i got house,3
17,thats,8,avalanche i,3,then it was,3
18,like,8,got an,3,got i got,3
19,with,8,yeah yeah,3,i got i,3
