,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,105,got it,92,got it got,52
1,got,102,it got,52,it got it,51
2,then,44,i got,18,got it yep,16
3,i,31,it yep,16,i got it,12
4,like,30,yep got,13,yep got it,11
5,yep,21,it i,10,it yep got,11
6,one,16,upside down,7,got it i,9
7,with,12,has like,6,it i got,5
8,of,12,looks like,6,it i have,4
9,boat,10,kind of,6,of looks like,4
10,triangle,9,i have,6,kind of looks,4
11,down,8,it has,5,gotcha got it,4
12,upside,7,with two,5,it has like,4
13,square,7,second one,5,then upside down,3
14,have,7,left hand,4,i think i,3
15,its,7,i think,4,think i got,3
16,has,7,one is,4,right i got,3
17,right,6,gotcha got,4,looks like an,3
18,my,6,boat then,4,left hand corner,3
19,two,6,of looks,4,it first one,2
