,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,101,got it,46,first one is,28
1,i,77,one is,44,my first one,17
2,one,75,i have,36,got it got,13
3,then,75,first one,34,it got it,11
4,got,72,upside down,29,last one is,11
5,it,56,third is,22,then last one,9
6,down,44,last one,21,got it i,9
7,have,44,my first,17,lady in dress,8
8,first,42,second is,16,is weird looking,6
9,with,42,it got,13,can you repeat,6
10,in,34,i got,12,alright my first,6
11,triangle,33,it i,10,last one was,6
12,third,33,can you,9,is upside down,5
13,boat,30,lady in,9,then third one,5
14,upside,29,then last,9,you repeat those,4
15,second,29,in dress,9,it i got,4
16,on,29,with two,8,one is weird,4
17,my,28,ive got,7,it i have,4
18,last,26,you repeat,7,with two feet,4
19,person,25,weird looking,7,triangle body person,4
