,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,19,i have,9,i cant tell,2
1,with,10,got it,4,this picture is,2
2,have,10,person with,3,i have like,2
3,on,8,i got,3,on right side,2
4,is,8,on right,2,have like animal,1
5,got,7,three sails,2,legs two legs,1
6,one,7,cant tell,2,two legs two,1
7,it,7,one is,2,on two legs,1
8,like,6,this picture,2,animal on two,1
9,sailboat,5,right side,2,like animal on,1
10,this,5,i dont,2,i dont play,1
11,then,5,going on,2,two legs look,1
12,bottom,4,third one,2,third one i,1
13,side,4,at bottom,2,okay third one,1
14,two,4,one i,2,is okay third,1
15,at,3,two legs,2,picture is okay,1
16,what,3,with two,2,tell this picture,1
17,person,3,bottom one,2,one i have,1
18,its,3,picture is,2,legs look like,1
19,sails,3,i cant,2,look like theyre,1
