,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,182,i have,131,then i have,25
1,have,136,got it,32,okay i have,15
2,then,71,then i,29,i got it,12
3,it,61,okay i,18,got it okay,10
4,like,55,i got,16,ok i have,9
5,got,39,looks like,13,i dont know,9
6,okay,38,flying bird,13,i have like,8
7,with,37,upside down,12,got it i,6
8,down,27,it okay,11,i have an,6
9,to,24,ok i,10,it okay i,6
10,sailboat,23,bird with,10,loch ness monster,6
11,bird,21,i dont,10,it got it,5
12,triangle,21,dont know,9,got it got,5
13,two,20,it i,8,i have dog,5
14,on,19,rubber ducky,8,it i have,5
15,flying,19,with two,8,of looks like,4
16,an,18,have like,8,it looks like,4
17,going,18,kind of,7,have an arrow,4
18,ok,18,like an,7,kind of looks,4
19,weird,17,to right,7,i have slope,4
