,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,261,got it,241,got it got,129
1,got,259,it got,130,it got it,127
2,then,134,i got,71,i got it,65
3,i,131,it i,63,got it i,63
4,like,107,i have,41,it i got,36
5,have,45,okay i,21,it i have,24
6,okay,32,it okay,20,got it okay,20
7,triangle,31,upside down,17,okay i got,17
8,one,31,one is,16,it okay i,17
9,person,31,has like,12,loch ness monster,8
10,with,28,then like,12,i think i,8
11,boat,27,is like,10,think i got,8
12,my,27,triangle body,10,my top one,7
13,in,27,my top,10,one is like,6
14,top,26,then person,9,top one is,6
15,is,25,second one,9,got got it,5
16,down,22,then my,9,i have boat,5
17,on,20,think i,8,kind of looks,4
18,has,19,top one,8,one is person,4
19,thing,18,loch ness,8,then upside down,4
