,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,30,got it,28,got it got,23
1,got,30,it got,23,it got it,21
2,i,6,i got,3,i got it,3
3,have,3,i have,3,it i have,2
4,oh,2,it i,2,got it i,2
5,you,2,monster ram,1,um sea monster,1
6,um,2,gentleman tipping,1,body person gentleman,1
7,his,1,ram rocket,1,monster ram rocket,1
8,walking,1,on one,1,have dude lean,1
9,up,1,one leg,1,dude lean back,1
10,square,1,leg lady,1,lean back on,1
11,body,1,lady walking,1,back on one,1
12,person,1,walking up,1,on one leg,1
13,gentleman,1,up square,1,one leg lady,1
14,tipping,1,square body,1,leg lady walking,1
15,shark,1,body person,1,lady walking up,1
16,hat,1,person gentleman,1,walking up square,1
17,leg,1,tipping his,1,up square body,1
18,as,1,sea monster,1,square body person,1
19,call,1,his hat,1,person gentleman tipping,1
