,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,154,got it,92,got it got,58
1,it,100,it got,59,it got it,51
2,then,52,ive got,23,gotcha got it,7
3,like,43,i got,18,got it i,6
4,i,33,upside down,14,got it gotcha,6
5,one,31,one is,10,last one is,5
6,with,30,last one,9,i got it,5
7,triangle,25,gotcha got,8,all right ive,4
8,down,25,all right,8,it i got,4
9,ive,23,it i,7,it gotcha gotcha,4
10,in,22,got you,6,right ive got,4
11,right,20,turkey looking,6,got it ive,4
12,gotcha,20,gotcha gotcha,6,then last one,4
13,on,19,it gotcha,6,it ive got,4
14,guy,17,then last,5,got it all,4
15,weird,17,flying bird,5,it all right,4
16,is,17,got like,5,then upside down,4
17,turkey,14,or something,5,flying bird with,3
18,upside,14,kind of,5,ive got guy,3
19,looking,14,third one,5,then second one,3
