,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,31,i got,15,yeah i got,4
1,got,21,got it,8,i got it,3
2,you,14,upside down,6,triangle boob butt,2
3,down,13,i have,5,nachos attacking sombrero,2
4,dude,12,yeah i,5,tipping his hat,2
5,it,11,rocket ship,4,alright did you,2
6,in,10,did you,3,did you get,2
7,yeah,9,in dress,3,you get it,2
8,lady,9,looks like,3,upside down indian,2
9,have,8,lady in,3,down indian dude,2
10,like,7,dude with,2,dude with his,2
11,upside,6,nachos attacking,2,i got guy,2
12,with,6,with his,2,lady in dress,2
13,person,5,candle boot,2,can you repeat,2
14,so,5,down i,2,handkerchief lady waiter,2
15,me,5,hit done,2,second one is,2
16,second,5,christmas tree,2,got dude laying,1
17,rocket,5,hold on,2,those got it,1
18,of,5,so i,2,have those got,1
19,one,4,laying down,2,totally have those,1
