,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,88,i have,39,all right i,9
1,then,47,i got,26,right i got,6
2,have,42,upside down,16,i think i,6
3,got,33,all right,14,so i got,5
4,right,20,right i,9,all right so,4
5,down,18,i think,7,kiss from rose,4
6,that,18,think i,6,got upside down,3
7,you,17,so i,6,okay i have,3
8,is,17,there is,5,i have crab,3
9,all,17,then its,5,yo i got,3
10,upside,16,got it,5,upside down boat,3
11,boat,16,running man,5,is running man,3
12,to,14,bird then,4,there is running,3
13,its,14,looks like,4,i got it,3
14,one,13,kiss from,4,right i have,3
15,bird,13,from rose,4,bird then bird,3
16,so,12,right so,4,i got upside,3
17,yeah,11,ok i,3,has three legs,2
18,it,10,down boat,3,i have kiss,2
19,like,10,then sailboat,3,from rose then,2
