,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,117,one is,47,first one is,24
1,one,58,my first,27,my first one,22
2,is,56,i have,24,ok my first,11
3,my,54,first one,24,my third one,9
4,with,42,upside down,16,third one is,8
5,first,29,ok my,11,my second one,8
6,i,29,third one,11,second one is,8
7,have,25,second one,11,ok i have,8
8,like,24,my third,10,then upside down,7
9,ok,23,then my,10,right my first,7
10,down,23,all right,10,my fourth one,7
11,it,18,my second,9,alright my first,6
12,dog,17,ok i,8,all right my,6
13,upside,16,fourth one,8,fourth one is,6
14,square,16,my fourth,8,then my second,4
15,on,15,then upside,7,then my third,4
16,right,14,dog then,7,upside down duck,4
17,of,14,kind of,7,square with triangles,4
18,second,14,right my,7,looking thing then,3
19,triangle,14,with two,7,one is dog,3
