,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,32,i have,25,loch ness monster,4
1,have,25,got it,6,okay i have,3
2,it,13,upside down,5,i have dog,3
3,then,13,okay i,4,then i have,3
4,with,13,flying bird,4,an upside down,3
5,dog,11,ness monster,4,sure i have,2
6,up,9,loch ness,4,i have pot,2
7,okay,7,have dog,3,duck with two,2
8,down,7,duck with,3,with two feet,2
9,sailboat,6,then i,3,two feet i,2
10,duck,6,up then,3,i got it,2
11,an,6,with its,3,i have crab,2
12,got,6,looks like,3,dog with its,2
13,like,5,an upside,3,rooster duck with,2
14,triangle,5,triangle square,2,bird rooster duck,2
15,square,5,look like,2,flying bird rooster,2
16,guy,5,sure i,2,with its mouth,2
17,upside,5,then weird,2,it looks like,2
18,flying,4,second one,2,i have an,2
19,big,4,have duck,2,it i have,2
