,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,18,i have,10,then i have,4
1,it,13,got it,8,then last one,2
2,then,12,loch ness,6,on left side,2
3,like,11,then i,4,other animal with,2
4,one,10,one is,4,rocket then i,2
5,got,10,okay i,3,third one is,2
6,have,10,i got,3,okay i have,2
7,is,8,other animal,3,bodied person triangle,1
8,triangle,8,flying bird,3,triangle bodied person,1
9,uh,6,rocket then,3,bow triangle bodied,1
10,ness,6,yacht thats,3,speed bow triangle,1
11,loch,6,last one,3,hat speed bow,1
12,with,6,second one,3,have hat speed,1
13,its,6,left side,2,i have hat,1
14,okay,5,triangle feet,2,it yeah i,1
15,on,4,third one,2,yeah i have,1
16,second,4,fish okay,2,triangle got it,1
17,head,4,i think,2,got it yeah,1
18,to,4,on left,2,i got it,1
19,has,4,tail on,2,think i got,1
