,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,44,i have,18,i got this,4
1,got,24,got it,10,this one time,3
2,it,24,i got,9,then i have,3
3,have,20,got this,7,so this one,3
4,then,18,okay so,5,ive got this,3
5,this,17,then i,4,hey man i,2
6,boat,13,one time,4,one time i,2
7,that,13,ive got,4,it looks like,2
8,he,10,i was,3,i have bridge,2
9,like,10,looks like,3,if you look,2
10,to,10,it i,3,loch ness monster,2
11,you,9,upside down,3,it i have,2
12,was,9,this one,3,got it i,2
13,on,8,so this,3,next to house,2
14,is,8,next to,3,okay so ive,2
15,so,8,if you,2,so ive got,2
16,theres,7,loch ness,2,i have hummingbird,2
17,in,7,by way,2,i have dog,2
18,okay,7,have hummingbird,2,bird i have,2
19,know,7,hey man,2,it yeah okay,1
