,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,199,got it,161,got it got,74
1,it,197,one is,79,it got it,71
2,one,124,it got,76,third one is,24
3,then,116,upside down,39,second one is,21
4,is,91,first one,30,first one is,20
5,with,56,second one,30,got it yep,16
6,i,56,i got,30,out of it,16
7,down,55,third one,29,got it first,14
8,upside,39,of it,22,last one is,12
9,second,39,so i,20,gotcha got it,12
10,triangle,38,out of,19,got it i,11
11,first,37,i have,19,so i have,11
12,third,36,last one,19,it first one,11
13,last,36,it yep,16,yep got it,10
14,like,35,looking thing,15,then last one,10
15,square,35,then last,15,got it okay,10
16,of,33,last ones,15,then second one,10
17,yep,32,it first,14,got it so,9
18,ones,30,gotcha got,13,so i got,9
19,out,29,then second,13,coming out of,8
