,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,one,196,one is,135,first one is,68
1,is,195,first one,79,my first one,40
2,then,158,last one,45,last one is,28
3,first,84,upside down,42,third one is,20
4,my,70,my first,40,then last one,18
5,i,61,i have,33,then i have,18
6,with,61,second one,32,second one is,14
7,down,60,got it,26,is upside down,13
8,second,60,third one,24,my last one,12
9,last,56,third is,23,one is triangle,10
10,got,54,second is,22,one is upside,8
11,third,51,then last,21,then third one,7
12,it,48,i got,19,lady in dress,7
13,triangle,47,looks like,18,upside down boat,6
14,upside,42,then i,18,got it my,6
15,like,42,my last,13,my third is,6
16,in,35,is upside,13,then my last,6
17,have,35,weird looking,12,one is dog,6
18,on,29,is triangle,11,one is turkey,6
19,sailboat,29,kind of,10,alright my first,6
