,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,363,i have,234,then i have,39
1,have,245,upside down,65,loch ness monster,24
2,then,216,one is,55,okay i have,21
3,like,147,i got,49,first one is,18
4,is,117,then i,45,my first one,18
5,one,116,looks like,43,i dont know,16
6,got,112,got it,36,my next one,11
7,with,109,flying bird,34,i have like,11
8,down,96,loch ness,30,next one is,11
9,it,90,first one,27,got it i,11
10,triangle,68,okay i,27,i have dog,11
11,okay,67,i dont,24,is upside down,10
12,bird,65,ness monster,24,last one is,10
13,upside,65,last one,23,so i got,9
14,its,61,ive got,21,of looks like,9
15,dog,57,kind of,19,an upside down,9
16,sailboat,57,my first,18,kind of looks,9
17,to,55,dont know,16,one is upside,8
18,on,55,it i,15,it i have,8
19,guy,55,second one,14,i got it,8
