,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,133,one is,42,first one is,31
1,is,54,first one,32,then i have,8
2,with,52,i got,23,my first one,7
3,one,51,upside down,20,loch ness monster,7
4,i,39,i have,16,last one is,6
5,first,36,dog with,12,then upside down,6
6,got,35,with triangle,10,right i got,5
7,down,27,got it,10,then dog with,5
8,dog,24,then dog,9,then last one,5
9,upside,20,then i,8,all right i,5
10,triangle,18,last one,8,upside down guy,5
11,have,18,my first,8,ness monster then,4
12,right,17,with two,7,down guy with,4
13,in,16,loch ness,7,guy with triangle,4
14,sailboat,16,ness monster,7,dog with triangle,4
15,guy,15,then upside,6,lady in dress,4
16,left,14,then weird,6,is weird looking,4
17,weird,14,all right,6,one is weird,4
18,on,14,guy with,6,is upside down,4
19,my,14,left then,6,palm tree then,3
