,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,239,got it,210,got it got,104
1,it,230,it got,107,it got it,101
2,then,131,i have,68,got it i,35
3,i,111,one is,63,it i have,28
4,one,88,it i,36,i got it,18
5,is,83,upside down,36,third one is,18
6,have,69,i got,27,first one is,16
7,like,59,third one,22,loch ness monster,13
8,with,57,first one,17,got it okay,12
9,down,47,second one,16,yep got it,12
10,triangle,38,okay i,14,second one is,11
11,upside,37,loch ness,13,got it yep,11
12,guy,35,it okay,13,fourth one is,10
13,in,34,ness monster,13,it yep got,9
14,its,32,yep got,13,it okay i,8
15,on,31,with two,11,i have guy,8
16,okay,31,it yep,11,okay i have,7
17,boat,27,fourth one,10,okay i got,6
18,third,26,looking thing,9,out of it,6
19,thing,26,up then,9,gotcha got it,6
