,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,42,i have,34,out of it,5
1,then,37,kind of,7,i have guy,4
2,have,36,got it,6,okay i have,3
3,like,26,okay i,5,i have stingray,3
4,it,21,upside down,5,thing i have,3
5,of,14,out of,5,i got it,3
6,with,14,of it,5,loch ness monster,3
7,its,14,then my,4,then my last,3
8,one,11,thing i,4,i have boat,3
9,thing,10,its like,4,then i have,3
10,on,9,my last,4,coming out of,3
11,kind,7,cut out,4,it i have,3
12,sailboat,7,have guy,4,kind of looks,3
13,my,7,with triangle,3,my last one,3
14,out,7,looks like,3,cut out of,2
15,boat,7,one its,3,got it i,2
16,down,7,of looks,3,i have like,2
17,to,6,it i,3,monster thing i,2
18,okay,6,thing thats,3,ness monster thing,2
19,triangle,6,it has,3,then loch ness,2
