,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,208,got it,165,got it got,90
1,it,180,it got,91,it got it,87
2,i,127,i got,60,i got it,25
3,then,42,i have,37,then i have,15
4,have,41,then i,20,okay i got,13
5,okay,26,okay i,15,got it i,11
6,with,23,upside down,13,it i got,9
7,like,22,it i,11,got it okay,7
8,down,21,flying bird,7,got it done,6
9,one,21,it okay,7,i have dog,5
10,dog,19,have dog,6,okay got it,5
11,triangle,18,it done,6,it okay i,5
12,going,16,dog with,6,i got fish,4
13,flying,15,ok i,5,ok got it,4
14,that,15,laying down,5,ok i got,4
15,is,14,i think,5,have dog with,4
16,person,14,on one,5,loch ness monster,4
17,upside,13,okay got,5,ness monster i,3
18,to,13,bending backwards,5,think i got,3
19,done,13,i dont,5,i think i,3
