,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,19,got it,17,it got it,8
1,it,17,it got,8,got it got,8
2,i,9,i got,4,got it i,2
3,on,5,it i,2,i got it,2
4,then,4,on right,2,abstract shapes originating,1
5,one,3,is square,2,different abstract shapes,1
6,is,3,four different,1,four different abstract,1
7,alrighty,2,with four,1,with four different,1
8,with,2,all good,1,square with four,1
9,right,2,square with,1,alrighty all good,1
10,down,2,one is,1,one is square,1
11,its,2,different abstract,1,first one is,1
12,dog,2,abstract shapes,1,it first one,1
13,either,2,first one,1,got it first,1
14,that,2,shapes originating,1,good i got,1
15,rectangle,2,it first,1,all good i,1
16,boat,2,good i,1,is square with,1
17,missing,2,house or,1,house or boat,1
18,square,2,alrighty all,1,originating from every,1
19,weird,1,br alrighty,1,br alrighty all,1
