,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,80,i have,53,then i have,8
1,then,69,upside down,17,i have an,7
2,have,55,i got,11,all right i,6
3,like,29,one is,10,lady in dress,6
4,down,25,all right,9,i have guy,5
5,one,25,in dress,8,have an upside,5
6,is,21,then i,8,okay i got,5
7,with,21,have an,7,an upside down,5
8,to,20,okay i,7,right i have,5
9,its,19,lady in,6,it looks like,4
10,it,19,right i,6,have guy walking,4
11,okay,17,looks like,6,then lady in,4
12,upside,17,have guy,6,i have boat,4
13,right,17,then its,5,i dont know,4
14,on,16,i dont,5,um i have,3
15,that,15,first one,5,i have swan,3
16,triangle,15,then lady,5,i have weird,3
17,you,15,an upside,5,whos friends with,3
18,or,14,with two,4,i got it,3
19,this,14,i think,4,first one is,3
