,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,58,i have,51,then i have,8
1,have,53,flying bird,10,ok i have,6
2,then,43,upside down,9,okay i have,6
3,like,26,then i,8,i have an,5
4,down,19,okay i,7,going to right,4
5,with,14,ok i,6,an upside down,4
6,going,14,an upside,5,i have flying,3
7,triangle,14,going down,5,i have house,3
8,an,13,have an,5,have an arrow,3
9,it,12,going to,5,an arrow with,2
10,bird,11,looks like,4,bird i have,2
11,flying,11,to right,4,flying bird i,2
12,upside,10,sea monster,4,have flying bird,2
13,big,10,then like,3,dragon i have,2
14,to,8,fish then,3,fish going down,2
15,weird,8,house with,3,i have dragon,2
16,ok,8,then crab,3,flying bird crab,2
17,its,8,christmas tree,3,person kay i,2
18,boat,7,have house,3,whale i have,2
19,bunny,7,have flying,3,i have whale,2
