,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,190,i have,73,okay i have,28
1,like,122,okay i,31,then upside down,9
2,i,93,upside down,28,got it i,9
3,have,77,got it,25,i got it,9
4,it,52,one is,19,left hand corner,7
5,with,48,then like,18,one is like,7
6,okay,43,its like,15,it i have,7
7,its,41,then person,12,ok i have,7
8,down,40,is like,11,i have person,6
9,one,35,on its,11,hand corner then,6
10,is,32,flying bird,11,i have like,6
11,on,32,it i,10,on its hind,6
12,upside,28,i got,10,then second one,5
13,got,26,hand corner,10,on its side,5
14,triangle,24,two triangles,9,second one is,5
15,in,23,left hand,9,top one is,5
16,boat,22,with two,9,upside down flamingo,5
17,person,22,then upside,9,i have boat,5
18,my,22,has like,9,my top one,5
19,thing,22,down then,8,my first one,5
