,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,17,i have,14,i have an,4
1,then,15,upside down,7,an upside down,3
2,have,15,got it,4,have an upside,3
3,guy,9,have an,4,ok i have,3
4,one,9,an upside,3,i have guy,3
5,sideways,7,ok i,3,third one is,3
6,upside,7,have guy,3,flamingo i have,2
7,down,7,one is,3,then third one,2
8,in,6,third one,3,roadrunner then raptor,2
9,got,5,in dress,2,guy doing splits,2
10,on,4,then raptor,2,down swan sideways,2
11,lady,4,roadrunner then,2,upside down swan,2
12,is,4,in top,2,lady in dress,2
13,swan,4,down swan,2,one is guy,2
14,sorry,4,with two,2,hand corner then,2
15,an,4,swan sideways,2,you know who,1
16,um,4,guy doing,2,dont know if,1
17,it,4,one then,2,i dont know,1
18,right,3,is guy,2,lady i dont,1
19,you,3,corner then,2,know if you,1
