,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,61,got it,61,got it got,51
1,it,61,it got,51,it got it,51
2,then,11,it okay,7,got it okay,7
3,okay,8,okay got,4,it okay got,4
4,i,4,okay i,3,okay got it,4
5,have,4,i have,3,okay i have,3
6,one,3,then dog,2,first one is,2
7,down,3,first one,2,it okay i,2
8,is,2,dog then,2,then dog then,2
9,bridge,2,upside down,2,arrow facing up,1
10,with,2,one is,2,i have bird,1
11,bird,2,bridge okay,1,bridge okay i,1
12,upside,2,road runner,1,then bridge okay,1
13,first,2,vase then,1,up then bridge,1
14,flamingo,2,then triangle,1,facing up then,1
15,dog,2,then road,1,then one with,1
16,block,1,triangle then,1,with arrow facing,1
17,x,1,then one,1,one with arrow,1
18,up,1,one with,1,bird flying down,1
19,swan,1,with arrow,1,triangle then one,1
