,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,68,upside down,22,out of it,8
1,with,44,got it,12,on its hind,7
2,down,40,i got,11,its hind legs,7
3,one,39,last one,10,coming out of,5
4,on,37,out of,9,stuff coming out,4
5,triangle,29,third one,8,got it got,4
6,got,29,looking thing,8,square with stuff,4
7,it,27,of it,8,then last one,4
8,square,23,on its,8,square on left,4
9,upside,22,on right,8,arrow pointing down,4
10,is,20,on left,8,woman in dress,4
11,its,19,its hind,7,upside down flamingo,4
12,bird,19,one is,7,boat with square,3
13,like,19,square on,7,flamingo upside down,3
14,right,18,hind legs,7,with stuff coming,3
15,left,18,holding triangle,6,looking thing then,3
16,in,17,dog with,6,big triangle bird,3
17,out,16,second one,6,okay i got,3
18,i,15,coming out,6,it got it,3
19,of,15,left then,6,has square on,3
